FakeName,FakeCompany,FakePosition,FakeEmail,Size,w1,w2,penalty
Jeremy Blair,"Romero, Newman and Bryant","Administrator, sports",jennifer93@wade.com,0-1 employees,0.0,0.0,0.0
Eric Williams,Taylor Group,Hydrologist,gparks@gmail.com,0,1.0,1.0,2.0
Amanda Mcknight,"Rose, Gould and Torres",Film/video editor,jennifer93@wade.com,0,1.0,1.0,2.0
Elizabeth Williamson,"Olsen, Ryan and Hart",Tax adviser,jennifer93@wade.com,0,1.0,1.0,2.0
Alyssa Ward,"Johnson, Pearson and White",Games developer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Leslie Barnett,Navarro-Maxwell,Volunteer coordinator,jennifer93@wade.com,0,0.0,0.0,0.0
Shannon Lang,Griffin-Bennett,Horticultural consultant,jennifer93@wade.com,0,0.0,1.0,1.0
Morgan Lewis,Sutton-Evans,Private music teacher,jennifer93@wade.com,0,1.0,1.0,2.0
Brandon Wilson,Miller Inc,Paramedic,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Jeanne Briggs,"Sweeney, Lee and Lyons",Astronomer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Lisa Torres,Massey LLC,Chartered management accountant,jennifer93@wade.com,0,0.0,1.0,1.0
Kathleen Johnson,"Rodriguez, Valdez and Lutz",Astronomer,jennifer93@wade.com,0,0.0,0.0,0.0
Jake Roth,Patterson Group,Toxicologist,jennifer93@wade.com,0,0.0,1.0,1.0
Bradley Espinoza,"Ryan, Rodriguez and Hancock",Orthoptist,jennifer93@wade.com,0,0.0,0.0,0.0
Tracy Ramirez,Daniel-White,"Programmer, multimedia",jennifer93@wade.com,0,0.0,0.0,0.0
David Barton,Buchanan Ltd,Lawyer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Alexis Ward,Jacobs PLC,"Embryologist, clinical",jennifer93@wade.com,0,1.0,1.0,2.0
Michael Le,Davila-Brown,Electrical engineer,jennifer93@wade.com,201-500 employees,0.0,1.0,1.0
Joshua Gonzalez,Mitchell Inc,"Engineer, maintenance",jennifer93@wade.com,0,1.0,1.0,2.0
Linda Jacobson,Romero PLC,Barrister's clerk,jennifer93@wade.com,0,0.0,0.0,0.0
Kyle Hernandez,Valentine LLC,Theatre director,jennifer93@wade.com,0,0.0,1.0,1.0
Anthony Scott,Nelson-Mason,"Lighting technician, broadcasting/film/video",jennifer93@wade.com,0,0.0,0.0,0.0
Anthony Johnston,Stewart-Martinez,Make,jennifer93@wade.com,51-200 employees,0.0,0.0,0.0
Joy Brennan,"Shaw, Sanders and Smith",Furniture designer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Amber Allen,"Mcguire, Miller and Rose",Teaching laboratory technician,jennifer93@wade.com,0,0.0,1.0,1.0
Scott Brooks,Martinez LLC,Astronomer,jennifer93@wade.com,2-10 employees,0.0,0.0,0.0
Louis Velazquez,Newton Group,"Administrator, arts",jennifer93@wade.com,0,0.0,1.0,1.0
Penny Harrington,Wright-Miller,Solicitor,jennifer93@wade.com,0,0.0,1.0,1.0
Adam Simmons,Williams-Yates,Barrister's clerk,jennifer93@wade.com,0,1.0,1.0,2.0
Christopher Roberts,Bell Inc,Horticultural therapist,jennifer93@wade.com,0,1.0,1.0,2.0
Heidi Bradshaw,"Lucas, Kelly and Griffith",Private music teacher,jennifer93@wade.com,0,0.0,1.0,1.0
Leah Harris,Green LLC,Private music teacher,jennifer93@wade.com,0,0.0,0.0,0.0
Lisa Jenkins,Wong and Sons,"Therapist, nutritional",jennifer93@wade.com,0,1.0,1.0,2.0
Brandon Torres,Woodard Group,Barrister's clerk,jennifer93@wade.com,0,0.0,0.0,0.0
James Clay,Jennings-Martinez,Barista,jennifer93@wade.com,0,0.0,1.0,1.0
James Long,Cross and Sons,Editorial assistant,jennifer93@wade.com,0,0.0,1.0,1.0
Larry Jacobson,Bates and Sons,Agricultural consultant,jennifer93@wade.com,0,1.0,1.0,2.0
Linda Perry,"Cruz, Hawkins and Mcclain",Astronomer,jennifer93@wade.com,0,1.0,1.0,2.0
Steven Brooks,"Gonzalez, Perez and Nelson",Emergency planning/management officer,jennifer93@wade.com,0,1.0,1.0,2.0
David Giles,Winters-Jones,IT consultant,jennifer93@wade.com,0,0.0,0.0,0.0
Meredith Lewis,Barrera-Thompson,"Therapist, horticultural",jennifer93@wade.com,0,0.0,1.0,1.0
Jeffrey Johns,Walker Inc,"Administrator, arts",jennifer93@wade.com,0,0.0,0.0,0.0
Jennifer Perez,Lang Ltd,"Psychologist, forensic",jennifer93@wade.com,0,0.0,1.0,1.0
Nicole Jones,Wilson-Salazar,Chiropodist,jennifer93@wade.com,0,1.0,1.0,2.0
Kenneth Williams,"Reyes, Ryan and Williams",Product/process development scientist,jennifer93@wade.com,0,1.0,1.0,2.0
Natalie Brown,"Mahoney, Fowler and Edwards",Careers adviser,jennifer93@wade.com,0,1.0,0.0,1.0
Andrea Frazier,Banks-Wang,Chief Strategy Officer,jennifer93@wade.com,0,0.0,1.0,1.0
Andrew Summers,Joseph-Rodriguez,"Scientist, research (life sciences)",jennifer93@wade.com,0,0.0,1.0,1.0
Kenneth Andrews,Cross-Cross,Mechanical engineer,jennifer93@wade.com,0,1.0,1.0,2.0
Thomas Lindsey,"Warner, Smith and Sharp",Astronomer,jennifer93@wade.com,0,0.0,1.0,1.0
Wendy Morrison,"Davidson, Sanders and Williams",Barrister's clerk,jennifer93@wade.com,0,1.0,0.0,1.0
Abigail Kim,Pratt PLC,Barrister,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Christine Christensen,Smith LLC,"Pilot, airline",jennifer93@wade.com,0,1.0,1.0,2.0
Anne Weaver,"Bauer, Lamb and Robles",Chief Marketing Officer,jennifer93@wade.com,0,1.0,0.0,1.0
Amanda Burton,Huff-Rivas,Quantity surveyor,jennifer93@wade.com,2-10 employees,0.0,0.0,0.0
Ryan Miranda,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Robert Medina,Rowe-Gonzalez,"Engineer, control and instrumentation",jennifer93@wade.com,0,0.0,1.0,1.0
Mr. Zachary White,"King, Jackson and Brown",Herpetologist,jennifer93@wade.com,0,1.0,0.0,1.0
Sharon Weber,Stuart Ltd,Occupational psychologist,jennifer93@wade.com,"1,001-5,000 employees",0.0,1.0,1.0
Autumn Sullivan,Howard-Powell,Barista,jennifer93@wade.com,0,1.0,1.0,2.0
Susan Mcclure,Wood-Jimenez,Museum/gallery curator,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Dorothy King,"Rojas, Gomez and Ford",Neurosurgeon,jennifer93@wade.com,2-10 employees,0.0,0.0,0.0
Christopher Stewart,"Oneill, Lee and Sloan",Manufacturing engineer,jennifer93@wade.com,0,1.0,1.0,2.0
Cynthia Hernandez,Graham PLC,"Psychotherapist, dance movement",jennifer93@wade.com,0,0.0,1.0,1.0
Nathan Lewis,"Young, Nelson and Mueller",Statistician,jennifer93@wade.com,0,1.0,1.0,2.0
Heather Black,Ballard Inc,"Pharmacist, community",jennifer93@wade.com,0,0.0,0.0,0.0
Gabriella Bass,Collins-Lane,"Pilot, airline",jennifer93@wade.com,0,1.0,1.0,2.0
Kristine Williams,"Turner, White and Wilson",Astronomer,jennifer93@wade.com,0,1.0,1.0,2.0
Kristy Morales,Edwards PLC,Private music teacher,jennifer93@wade.com,0,1.0,0.0,1.0
Lori Carter,"Curtis, Brown and Gilbert",Historic buildings inspector/conservation officer,jennifer93@wade.com,0,1.0,0.0,1.0
Jennifer Parker PhD,Miller Group,Clothing/textile technologist,jennifer93@wade.com,0,1.0,1.0,2.0
Stephen Stewart,Fisher Ltd,Camera operator,jennifer93@wade.com,0,0.0,0.0,0.0
Mark Hall,Martinez LLC,"Surveyor, building",jennifer93@wade.com,0,1.0,1.0,2.0
Joseph Henderson,"Silva, Cohen and Silva","Pilot, airline",jennifer93@wade.com,0,1.0,1.0,2.0
William White,"Sharp, Villanueva and Mccullough","Pilot, airline",jennifer93@wade.com,0,1.0,1.0,2.0
Christine Delgado,Ramirez-Mitchell,Landscape architect,jennifer93@wade.com,0,1.0,1.0,2.0
Allen Kerr,Schmidt-Lloyd,Ecologist,jennifer93@wade.com,0,1.0,1.0,2.0
Aaron Carpenter,Ramirez PLC,Industrial/product designer,jennifer93@wade.com,0,1.0,1.0,2.0
Patrick Rogers,Day-Adams,Tax adviser,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
James Perez,Murray Ltd,Product manager,jennifer93@wade.com,0,1.0,1.0,2.0
Brooke Byrd,"Ortiz, Smith and Anderson",Commercial/residential surveyor,jennifer93@wade.com,0,1.0,1.0,2.0
Jose Mcdaniel,Flynn and Sons,Private music teacher,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Lisa Miller DVM,"Cobb, Wolf and Huang",Barista,jennifer93@wade.com,0,0.0,1.0,1.0
Nathan Armstrong,Freeman-David,Barrister's clerk,jennifer93@wade.com,0,0.0,1.0,1.0
Jackson King,Lopez LLC,Building control surveyor,jennifer93@wade.com,0,0.0,1.0,1.0
Keith Chaney,"Collier, Crawford and Mckinney",Editorial assistant,jennifer93@wade.com,0,0.0,0.0,0.0
Patrick Smith,Flynn-Harris,Private music teacher,jennifer93@wade.com,0,1.0,0.0,1.0
Richard Phillips,Estes-Rogers,"Nurse, learning disability",jennifer93@wade.com,0,0.0,1.0,1.0
Janet Orr,Ramos-Henderson,Physiotherapist,jennifer93@wade.com,0,0.0,1.0,1.0
Harry Brown,Perez Group,"Civil engineer, consulting",jennifer93@wade.com,0,1.0,1.0,2.0
Dr. Andrew Lewis,"Horne, Odom and Tapia",Film/video editor,jennifer93@wade.com,0,1.0,1.0,2.0
Kimberly Rodriguez,"Anderson, Lewis and Buck",Herpetologist,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Wendy Walker,Perkins-Palmer,Hospital doctor,jennifer93@wade.com,"10,001+ employees",0.0,1.0,1.0
Henry Green,Fox-King,Teaching laboratory technician,jennifer93@wade.com,0,0.0,1.0,1.0
Travis Pratt,Osborne-Porter,Environmental education officer,jennifer93@wade.com,0,1.0,1.0,2.0
Cheryl Bailey,Wilkerson and Sons,"Education officer, museum",jennifer93@wade.com,0,0.0,0.0,0.0
Carrie Ibarra,"Bailey, May and Galvan",Bonds trader,jennifer93@wade.com,0,1.0,1.0,2.0
Stacey Schneider,Rosario-French,Astronomer,jennifer93@wade.com,0,1.0,0.0,1.0
Theresa Reynolds,Hoffman and Sons,Astronomer,jennifer93@wade.com,0,0.0,1.0,1.0
Jeremy Smith,Garcia Ltd,Ambulance person,jennifer93@wade.com,0,1.0,0.0,1.0
Lauren Williams,"Cobb, Wolf and Huang",Garment/textile technologist,jennifer93@wade.com,0,1.0,1.0,2.0
Robin Butler,Baker-Manning,Chartered public finance accountant,jennifer93@wade.com,0,0.0,1.0,1.0
Aaron Sutton,Peterson-Andrade,Legal executive,jennifer93@wade.com,0,0.0,0.0,0.0
Kristen Davis,White-Watkins,Production manager,jennifer93@wade.com,0,1.0,1.0,2.0
Victor Ross,"Cox, Curtis and Edwards",Neurosurgeon,jennifer93@wade.com,2-10 employees,0.0,0.0,0.0
Kristopher Curtis,"Huffman, Dean and Smith",Pharmacologist,jennifer93@wade.com,0,1.0,1.0,2.0
Nathan Valdez,Cunningham PLC,"Production designer, theatre/television/film",jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Kevin Lee,"Scott, Taylor and Andrews","Engineer, water",jennifer93@wade.com,0,1.0,1.0,2.0
Robert Huynh,Krause-Gibson,Editorial assistant,jennifer93@wade.com,0,1.0,1.0,2.0
Steven Boone,Oliver-Hansen,Early years teacher,jennifer93@wade.com,0,1.0,1.0,2.0
Susan Bowman,Santos LLC,Barrister's clerk,jennifer93@wade.com,"10,001+ employees",0.0,1.0,1.0
Joel Harrison,"Lang, Smith and Dunn",Astronomer,jennifer93@wade.com,0,0.0,0.0,0.0
Benjamin Stark,Davis-Noble,Social researcher,jennifer93@wade.com,0,0.0,1.0,1.0
Robert Brady,"Mendez, Watson and Huang",Astronomer,jennifer93@wade.com,0,0.0,0.0,0.0
Jennifer Walters,Jones PLC,Neurosurgeon,jennifer93@wade.com,0,0.0,0.0,0.0
Stacy Moran,Simmons-Moore,Health and safety inspector,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Shawn Stevenson MD,Heath PLC,Purchasing manager,jennifer93@wade.com,0,0.0,1.0,1.0
Jason Figueroa,Davis PLC,"Production assistant, radio",jennifer93@wade.com,0,0.0,1.0,1.0
Whitney Brown,"Anderson, Lowery and Kemp",English as a foreign language teacher,jennifer93@wade.com,"10,001+ employees",0.0,0.0,0.0
Ashley Curtis,"Webb, Hayes and Anderson",Lobbyist,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
James Ruiz,"Harrison, Hicks and Morgan",Tax adviser,jennifer93@wade.com,0,1.0,0.0,1.0
Laura Prince,Frost-Vasquez,Newspaper journalist,jennifer93@wade.com,201-500 employees,0.0,1.0,1.0
Megan Smith,Morris Group,Music therapist,jennifer93@wade.com,0,0.0,1.0,1.0
Sarah Kelly,Rangel-Cox,Mudlogger,jennifer93@wade.com,2-10 employees,0.0,0.0,0.0
Maria Hunter,"Mosley, Miller and Moreno",Print production planner,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Jeffrey Barber,"Gross, Le and Thompson","Accountant, chartered",jennifer93@wade.com,0,0.0,1.0,1.0
Mandy Wood,"Ramos, Aguilar and Wheeler","Loss adjuster, chartered",jennifer93@wade.com,0,1.0,1.0,2.0
Cynthia Clark,Rowland-Swanson,English as a foreign language teacher,jennifer93@wade.com,0,1.0,0.0,1.0
Valerie Rogers,"Deleon, Humphrey and Munoz","Scientist, forensic",jennifer93@wade.com,0,1.0,1.0,2.0
Monica Aguilar,Miller-Washington,Television floor manager,jennifer93@wade.com,0,1.0,1.0,2.0
Wanda Rogers,Hale-Zimmerman,"Production designer, theatre/television/film",jennifer93@wade.com,0,0.0,1.0,1.0
Thomas Lewis,"Freeman, Sanchez and Page","Engineer, civil (contracting)",ofritz@yahoo.com,0,0.0,1.0,1.0
Rachel White,"Andrews, Willis and Williams",Theatre stage manager,rebeccamolina@hotmail.com,0,0.0,0.0,0.0
Jill Gonzalez,Munoz-Roberts,"Designer, ceramics/pottery",jennifer93@wade.com,0,0.0,1.0,1.0
Tyrone Maldonado,"Neal, Nicholson and Ward",Dancer,jennifer93@wade.com,0,1.0,1.0,2.0
Steven Barrera,Hansen-Porter,Magazine journalist,jennifer93@wade.com,0,1.0,0.0,1.0
Misty Hoover,"Juarez, Guerrero and Rojas",Legal executive,jennifer93@wade.com,0,0.0,1.0,1.0
Stephanie Alvarado,Wright PLC,Charity officer,jennifer93@wade.com,0,0.0,1.0,1.0
Gary Hale,Trujillo-Cook,Ecologist,jennifer93@wade.com,0,1.0,1.0,2.0
Dr. Ryan Walton,Solomon and Sons,Astronomer,jennifer93@wade.com,0,1.0,1.0,2.0
Stephen Davis,"Henry, Campbell and Moody",Clinical research associate,jennifer93@wade.com,0,0.0,0.0,0.0
Rebecca Hood,Crawford-Mueller,Health and safety adviser,jennifer93@wade.com,0,0.0,1.0,1.0
Elizabeth Wolfe,"Snow, Baker and Taylor",Private music teacher,jennifer93@wade.com,0,0.0,1.0,1.0
Shannon Coleman,Cannon-Wilson,Insurance account manager,jennifer93@wade.com,0,0.0,1.0,1.0
Kimberly Jones,"Gibson, Schmidt and Randall",Interpreter,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Cheryl Stafford,Singh-Johnson,Barrister's clerk,jennifer93@wade.com,0,0.0,1.0,1.0
Jeffrey Anderson,Romero LLC,Magazine journalist,jennifer93@wade.com,0,1.0,1.0,2.0
Jaime Doyle,Davis-Noble,Neurosurgeon,jennifer93@wade.com,"501-1,000 employees",0.0,1.0,1.0
Dawn Mccarthy,Thompson and Sons,Astronomer,jennifer93@wade.com,0,0.0,1.0,1.0
Ralph Cruz,"Thompson, Lang and Williams","Pilot, airline",jennifer93@wade.com,0,1.0,0.0,1.0
Robert Mora,"Farrell, Lopez and Stewart",Building surveyor,jennifer93@wade.com,0,1.0,0.0,1.0
Paul Wilson,"Castro, Nelson and Williams",IT trainer,jennifer93@wade.com,0,1.0,1.0,2.0
Alexander Chen,"Tucker, Clements and Clark",Diagnostic radiographer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Amy Hall,Joseph-Rodriguez,Editorial assistant,jennifer93@wade.com,0,1.0,1.0,2.0
Melissa Kidd,"Watts, Mcgee and Gibson",Barrister's clerk,jennifer93@wade.com,0,0.0,0.0,0.0
James Nunez,Ferguson Group,Film/video editor,jennifer93@wade.com,0,1.0,1.0,2.0
Kelly Bishop,"Ryan, Rodriguez and Hancock",Astronomer,jennifer93@wade.com,0,0.0,0.0,0.0
David Brown,"Peterson, Reed and Ramirez",Higher education careers adviser,jennifer93@wade.com,11-50 employees,0.0,0.0,0.0
Randy Smith,Nichols LLC,Newspaper journalist,jennifer93@wade.com,0,0.0,1.0,1.0
Jonathan Blackwell,Davis-Cisneros,"Surveyor, hydrographic",jennifer93@wade.com,0,1.0,1.0,2.0
Gregory Santana,Davis-Turner,Astronomer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
James Jones Jr.,"Washington, Boone and Waters",Volunteer coordinator,jennifer93@wade.com,51-200 employees,0.0,1.0,1.0
Dennis Carlson,"White, Thomas and Watts",Building control surveyor,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Geoffrey Espinoza,Barton LLC,Camera operator,jennifer93@wade.com,0,1.0,1.0,2.0
Meredith Kim,Santiago-Rodriguez,Astronomer,jennifer93@wade.com,11-50 employees,0.0,0.0,0.0
Parker Ortega,Wood-Wright,Merchant navy officer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Marilyn Scott,"Johnson, Christensen and Watson",Museum/gallery curator,jennifer93@wade.com,0,0.0,0.0,0.0
Gabriel Good,Dyer-West,Acupuncturist,jennifer93@wade.com,0,0.0,1.0,1.0
Kelly Glass,"Johnson, Davis and Hamilton",Video editor,jennifer93@wade.com,0,0.0,1.0,1.0
Ashley Cruz,Rodriguez Inc,Aeronautical engineer,jennifer93@wade.com,0,1.0,1.0,2.0
Elizabeth Lindsey,"Mckinney, Martin and Chang","Pilot, airline",jennifer93@wade.com,0,1.0,1.0,2.0
Jason Williams,"Robbins, Little and Gray",Music tutor,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Sarah Fleming,Reynolds and Sons,"Pilot, airline",jennifer93@wade.com,0,1.0,1.0,2.0
Jennifer Holmes,Winters-Logan,Geoscientist,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Casey Keller,Elliott PLC,Film/video editor,jennifer93@wade.com,0,1.0,0.0,1.0
Mike Brown,Miller Group,Restaurant manager,jennifer93@wade.com,0,1.0,1.0,2.0
Terri Miller,"Jimenez, Nichols and Weber",Legal executive,jennifer93@wade.com,0,1.0,1.0,2.0
Nancy Morris,Gonzales-Nelson,Barrister's clerk,jennifer93@wade.com,0,1.0,1.0,2.0
Bradley Middleton,Williams PLC,Astronomer,jennifer93@wade.com,0,1.0,1.0,2.0
Wesley Fowler,"Benjamin, Le and Garcia",Barrister's clerk,jennifer93@wade.com,0,1.0,0.0,1.0
Adam Smith,Smith LLC,Community education officer,jennifer93@wade.com,2-10 employees,0.0,0.0,0.0
Brian Dunn,"Douglas, Kaufman and Zimmerman",Web designer,jennifer93@wade.com,0,0.0,1.0,1.0
Jacob Salazar,Roberts-Thomas,Soil scientist,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Tammy Ramirez,Deleon LLC,Barrister's clerk,jennifer93@wade.com,0,0.0,1.0,1.0
Holly Rios,Lopez-Walker,"Education officer, museum",jennifer93@wade.com,0,1.0,0.0,1.0
Alan Smith,King-Ochoa,Legal executive,jennifer93@wade.com,2-10 employees,0.0,0.0,0.0
Kent Stone,Harris Group,Musician,jennifer93@wade.com,0,1.0,1.0,2.0
Tammy Miller,Miller LLC,Location manager,jennifer93@wade.com,0,1.0,1.0,2.0
Lee Odom,Mcguire-Kirk,Product manager,jennifer93@wade.com,11-50 employees,0.0,0.0,0.0
Geoffrey Marks,Baker-Manning,Interpreter,jennifer93@wade.com,"10,001+ employees",0.0,0.0,0.0
Heather Johnson,Hopkins-Bell,Records manager,jennifer93@wade.com,0,1.0,1.0,2.0
John Ayala,Brown-Hernandez,Consulting civil engineer,carly35@ellison-adkins.com,0,0.0,1.0,1.0
Lisa Short,Davis-Horn,Cabin crew,jennifer93@wade.com,0,1.0,1.0,2.0
Nicole Matthews,Johnston PLC,Print production planner,jennifer93@wade.com,0,1.0,1.0,2.0
Dylan Chase,"Ortega, Singh and Patton","Doctor, general practice",jennifer93@wade.com,0,0.0,1.0,1.0
Eileen Coffey,Sims and Sons,Neurosurgeon,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Daniel Turner,"Allen, Trujillo and Hunt","Therapist, music",jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Casey Woods,Jones Inc,"Programme researcher, broadcasting/film/video",jennifer93@wade.com,0,1.0,0.0,1.0
Sydney Mendez,Kim-Atkins,Newspaper journalist,jennifer93@wade.com,0,1.0,1.0,2.0
David Rose,Brown-King,Occupational psychologist,jennifer93@wade.com,0,0.0,0.0,0.0
Danielle Weber,Goodwin LLC,Editorial assistant,jennifer93@wade.com,0,1.0,0.0,1.0
Beth Hayes,"Ford, Richard and Rowe",Editorial assistant,jennifer93@wade.com,0,0.0,1.0,1.0
Jennifer Short,"Harris, Lucero and Lambert","Pharmacist, hospital",jennifer93@wade.com,0,1.0,1.0,2.0
Daniel Randall,Hobbs-Mann,"Education officer, environmental",jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Jordan Nelson,"Harris, Solis and Munoz","Embryologist, clinical",jennifer93@wade.com,0,0.0,1.0,1.0
Mary Roman,Chang PLC,Arts development officer,jennifer93@wade.com,0,1.0,1.0,2.0
Angela Jackson,"Taylor, Smith and Mills",Astronomer,jennifer93@wade.com,0,1.0,1.0,2.0
Christina Conrad,"Torres, Fields and Ball",Nutritional therapist,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Stephen Reese,Garner-Taylor,"Scientist, research (life sciences)",jennifer93@wade.com,0,0.0,1.0,1.0
Jennifer Garcia,"Brown, Hogan and Lang",Astronomer,jennifer93@wade.com,0,0.0,1.0,1.0
Lisa Gonzalez,"Olsen, Williams and Cross","Conservator, furniture",jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Russell Martinez,Schultz-Hoffman,Print production planner,jennifer93@wade.com,0,1.0,0.0,1.0
Alexander Holloway,Thompson Inc,Dentist,jennifer93@wade.com,0,1.0,1.0,2.0
Kimberly Garcia,Mason-Gates,Musician,jennifer93@wade.com,0,1.0,1.0,2.0
Calvin Thomas,Butler Ltd,Editorial assistant,jennifer93@wade.com,0,1.0,1.0,2.0
Christopher Sanchez,Gutierrez Group,Film/video editor,jennifer93@wade.com,0,0.0,1.0,1.0
Jorge Taylor,Davis Inc,Neurosurgeon,jennifer93@wade.com,0,1.0,1.0,2.0
Susan Navarro,Santana-Dawson,"Production designer, theatre/television/film",jennifer93@wade.com,11-50 Employees,0.0,0.0,0.0
Taylor Hanson,Guerrero Ltd,"Scientist, marine",jennifer93@wade.com,0,0.0,1.0,1.0
Glenn Jenkins,Brady-Johnson,Barrister's clerk,jennifer93@wade.com,0,0.0,1.0,1.0
James Miller,"Owens, Sanchez and Davis",Insurance underwriter,jennifer93@wade.com,0,0.0,1.0,1.0
Logan Navarro,Rodriguez-Diaz,Film/video editor,jennifer93@wade.com,201-500 employees,0.0,1.0,1.0
Denise Mclean,Wilson-Cooley,Sub,jennifer93@wade.com,0,1.0,0.0,1.0
Richard Gibbs,Williams-Smith,Astronomer,jennifer93@wade.com,0,1.0,0.0,1.0
Angel Hickman,Kelly LLC,Astronomer,jennifer93@wade.com,0,1.0,1.0,2.0
Charles Booth PhD,"Martinez, Hunt and King",Emergency planning/management officer,jennifer93@wade.com,0,1.0,1.0,2.0
Linda Mckenzie,"Garrett, Jensen and Brown",Learning disability nurse,jennifer93@wade.com,0,1.0,1.0,2.0
Charles Snyder,"Hunt, Hunter and Scott",Astronomer,jennifer93@wade.com,0,1.0,1.0,2.0
Katherine Nguyen,Wilson-Harris,Museum/gallery curator,jennifer93@wade.com,0,1.0,1.0,2.0
Jennifer Butler,"Mcclain, Taylor and Reyes",Print production planner,jennifer93@wade.com,11-50 employees,0.0,0.0,0.0
Marissa Johnson,Powell Ltd,"Nurse, adult",jennifer93@wade.com,0,0.0,1.0,1.0
Jasmine Ramirez,"Collier, Crawford and Mckinney",Editorial assistant,jennifer93@wade.com,0,0.0,1.0,1.0
Anthony Bruce MD,Flowers Ltd,Neurosurgeon,jennifer93@wade.com,0,1.0,1.0,2.0
Shirley English,"Huffman, Dean and Smith","Therapist, music",jennifer93@wade.com,0,0.0,0.0,0.0
Julie Thomas,"Walker, Miranda and Brown",Film/video editor,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Shelby Morris,"Rowe, Baker and Solis",Film/video editor,jennifer93@wade.com,0,1.0,0.0,1.0
Curtis Harvey,"Sharp, Villanueva and Mccullough",Editorial assistant,jennifer93@wade.com,0,1.0,1.0,2.0
Chad Silva,Ramirez Ltd,"Surveyor, hydrographic",jennifer93@wade.com,0,1.0,1.0,2.0
